player,pos,age,team,team_g,g,gs,mp,fgm,fga,fg_perc,3pm,3pa,3p_perc,2pm,2pa,2p_perc,efg,ftm,fta,ft_perc,orb,drb,trb,ast,stl,blk,tov,pf,pts,per,ts,3par,ftr,orb_perc,drb_perc,trb_perc,ast_perc,stl_perc,blk_perc,tov_perv,usg_perc,ows,dws,ws,ws_per_48,obpm,dbpm,bpm,vorp,offensive_raptor,defensive_raptor
Steven Adams,C,26,OKC,50,72.16,72.16,26.7,4.5,7.5,0.6,0,0,0,4.5,7.5,0.602,0.6,1.8,3.2,0.579,3.4,5.9,9.3,2.6,0.7,1.1,1.5,1.9,10.8,21.1,0.609,0.003,0.424,14.6,23.4,19.2,14.7,1.2,3.6,14,17.1,4.92,2.952,7.872,0.197,1.6,3.3,4.9,3.28,1.128847917,0.897122082
Bam Adebayo,PF,22,MIA,48,82,82,34.6,6,10.4,0.581,0,0.2,0.091,6,10.2,0.592,0.582,3.6,5.2,0.689,2.5,7.9,10.5,4.7,1.2,1.2,2.8,2.5,15.7,20.4,0.619,0.022,0.503,8.7,24.3,16.9,21.6,1.7,3.3,17.9,19.7,6.15,4.6125,10.7625,0.183,1,3.9,4.9,4.954166667,-0.195797163,2.029032544
LaMarcus Aldridge,C,34,SAS,48,75.16666667,75.16666667,33,7.4,14.5,0.508,1.2,2.7,0.425,6.2,11.8,0.527,0.548,3,3.5,0.84,2,5.5,7.5,2.3,0.6,1.7,1.4,2.4,18.9,20.6,0.587,0.188,0.245,6.5,17.5,12.1,10.9,0.9,4.5,7.8,22.8,5.466666667,2.220833333,7.516666667,0.147,1.6,0.7,2.3,2.733333333,-0.942566184,0.071145118
Nickeil Alexander-Walker,SG,21,NOP,49,65.26530612,0,12.7,2,5.8,0.342,1,3,0.342,0.9,2.8,0.343,0.431,0.4,0.7,0.607,0.2,1.8,2,1.9,0.3,0.2,1,1.1,5.4,8.2,0.445,0.52,0.124,1.5,15.4,8.3,20.8,1,1.2,13.8,23,-1.004081633,0.502040816,-0.502040816,-0.034,-3.8,-2.2,-6,-0.836734694,-2.135404698,-1.821489222
Grayson Allen,SG,24,MEM,49,50.20408163,0,16.6,2.6,5.9,0.449,1.1,3,0.363,1.5,2.8,0.541,0.543,1,1.2,0.857,0.2,2,2.2,1.4,0.2,0,0.8,1.2,7.4,11.5,0.577,0.517,0.199,1.1,12.9,7.1,11.7,0.6,0.2,10.7,18,0.836734694,0.167346939,1.004081633,0.059,-0.7,-2.9,-3.6,-0.334693878,-0.33533905,-1.714102892
Jarrett Allen,C,21,BRK,48,82,75.16666667,27.3,4.4,6.8,0.651,0,0.1,0,4.4,6.7,0.659,0.651,2.5,4,0.632,3.1,6.6,9.7,1.4,0.7,1.5,1.2,2.5,11.4,20.6,0.665,0.012,0.59,11.8,24.3,18.2,7.8,1.2,4.5,12,14.9,6.15,3.5875,9.7375,0.209,0.2,3.2,3.4,3.075,-0.053376054,2.56903143
Kadeem Allen,SG,27,NYK,50,16.4,0,11.7,1.9,4.4,0.432,0.5,1.6,0.313,1.4,2.8,0.5,0.489,0.7,1.1,0.636,0.2,0.7,0.9,2.1,0.5,0.2,0.8,0.7,5,14.2,0.512,0.364,0.25,1.7,6.5,4,27.7,2.1,1.6,14.1,20.6,0.164,0.164,0.164,0.053,-1.3,-2.6,-3.9,-0.164,1.419472455,3.907195354
Al-Farouq Aminu,PF,29,ORL,49,30.12244898,3.346938776,21.1,1.4,4.8,0.291,0.5,2,0.25,0.9,2.8,0.32,0.343,1.1,1.6,0.655,1.3,3.5,4.8,1.2,1,0.4,0.9,1.5,4.3,7.8,0.395,0.419,0.337,6.4,18.2,12.1,7.6,2.3,1.9,14.7,13.2,-0.669387755,1.004081633,0.334693878,0.022,-5,2.4,-2.6,-0.167346939,-5.497992284,2.766509964
Justin Anderson,SF,26,BRK,48,5.125,0,5.7,0.3,2,0.167,0,1,0,0.3,1,0.333,0.167,0.3,0.7,0.5,0,0.7,0.7,0,0,0.3,0,0.7,1,-3.8,0.218,0.5,0.333,0,11.8,6,0,0,4.8,0,16.9,-0.170833333,0,-0.170833333,-0.173,-12.8,-2.8,-15.6,-0.170833333,-10.7834544,8.020432623
Kyle Anderson,PF,26,MEM,49,71.95918367,8.367346939,17.3,2.1,4.3,0.481,0.2,0.9,0.211,1.9,3.5,0.55,0.503,0.7,1.2,0.62,0.9,3,3.9,2.1,0.7,0.5,0.9,1.4,5.1,13,0.524,0.203,0.267,5.5,18.6,12.2,15.9,2,2.4,15,13.8,0.836734694,1.33877551,2.175510204,0.082,-1.9,1.9,0,0.669387755,-1.768347213,1.792974868
Ryan Anderson,PF,31,HOU,48,3.416666667,0,7,1,3.5,0.286,0.5,2.5,0.2,0.5,1,0.5,0.357,0,0,0,0,3.5,3.5,1,0.5,0,0.5,0.5,2.5,9.6,0.357,0.714,0,0,52,26,20,3.3,0,12.5,23.4,0,0,0,-0.026,-7.1,1.8,-5.3,0,-8.102412081,-0.364824421
Giannis Antetokounmpo,PF,25,MIL,48,75.16666667,75.16666667,30.7,11.1,20.1,0.553,1.6,5,0.318,9.5,15.1,0.63,0.592,6.2,10.3,0.608,2.4,10.6,13,5.7,1.1,1.1,3.5,3.1,30,32.6,0.61,0.249,0.511,8.2,32.2,21,33.6,1.7,3.1,12.6,37.9,8.2,5.979166667,14.00833333,0.293,7.3,4.9,12.2,8.2,5.580917688,3.013321313
Kostas Antetokounmpo,PF,22,LAL,48,5.125,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,8.6,0,0,0,0,21.3,10.9,22.5,0,0,0,0,0,0,0,0.132,-4.8,1,-3.8,0,1.193489567,-21.26961816
Thanasis Antetokounmpo,SF,27,MIL,48,25.625,1.708333333,4.1,0.9,1.5,0.565,0,0.2,0,0.9,1.3,0.65,0.565,0.3,0.6,0.444,0.4,0.1,0.5,0.4,0.1,0.1,0.3,0.6,2,13.8,0.556,0.13,0.391,10.4,1.5,5.7,14.1,1.5,1.4,15.6,21.7,0.170833333,0.170833333,0.170833333,0.107,-1.7,-1.3,-3,0,0.152915294,-0.913411774
Carmelo Anthony,PF,35,POR,50,55.76,55.76,32.5,6,14.1,0.426,1.4,3.8,0.369,4.6,10.3,0.447,0.476,2.3,2.8,0.84,1.3,5.3,6.6,1.6,0.9,0.5,1.8,3,15.8,12.9,0.514,0.27,0.195,4.2,16.6,10.5,7.1,1.3,1.4,10.5,22.3,0.164,1.148,1.312,0.036,-2.1,-1.1,-3.2,-0.492,-1.419405094,-3.244169778
OG Anunoby,SF,22,TOR,49,80.32653061,78.65306122,29.2,4.2,8.5,0.489,1.3,3.5,0.365,2.9,5,0.577,0.565,0.8,1.2,0.649,1.1,4.3,5.4,1.6,1.1,0.7,1.2,2.4,10.4,12.4,0.575,0.416,0.139,3.9,15.3,9.7,8.1,1.7,2.3,11.8,15,1.673469388,3.848979592,5.52244898,0.114,-1,2.2,1.3,1.840816327,-1.199857479,1.313727158
Ryan Arcidiacono,PG,25,CHI,51,75.56862745,0,14.4,1.3,3.3,0.394,0.8,2,0.4,0.5,1.3,0.383,0.516,0.4,0.6,0.731,0.3,1.3,1.6,1.5,0.4,0.1,0.5,1.7,3.8,8.4,0.538,0.613,0.168,2.2,10.4,6.1,14.6,1.3,0.4,12.6,12,0.803921569,0.964705882,1.607843137,0.074,-2.1,-0.9,-3.1,-0.321568627,-1.280322643,2.35227406
Trevor Ariza,SF,34,TOT,49,61.91836735,8.367346939,26,2.4,5.6,0.418,1.4,3.8,0.362,1,1.8,0.537,0.541,0.6,0.8,0.774,0.7,4,4.6,1.6,1.2,0.2,0.9,2.1,6.7,10.2,0.562,0.678,0.149,2.8,17.4,9.9,8.3,2.2,0.8,13,11.5,1.004081633,1.506122449,2.510204082,0.076,-0.9,0.9,0,0.836734694,-1.751642058,1.549431798
D.J. Augustin,PG,32,ORL,49,65.26530612,10.04081633,26,3.3,8.4,0.393,1.2,3.5,0.346,2.1,4.9,0.426,0.465,2.9,3.3,0.877,0.4,2.1,2.4,4.7,0.7,0,1.4,1.1,10.7,14.5,0.544,0.417,0.399,1.5,8.7,4.9,27.3,1.3,0.1,12.4,18.7,2.510204082,1.506122449,3.848979592,0.111,0.1,-2,-1.9,0,-0.203997162,-1.000924889
Deandre Ayton,C,21,PHO,48,30.75,22.20833333,32.7,7.8,14.6,0.538,0,0.1,0,7.8,14.5,0.54,0.538,2.1,2.6,0.826,3.6,8,11.6,1.8,0.7,1.5,1.6,2.9,17.8,20.2,0.567,0.004,0.176,11.7,27.5,19.5,9.2,1,3.9,9.3,22.4,1.5375,1.366666667,2.904166667,0.14,-1.3,1.5,0.2,0.5125,-1.559291945,3.155124665
Dwayne Bacon,SG,24,CHO,49,60.24489796,16.73469388,17.9,2.4,6.6,0.359,0.5,1.8,0.288,1.8,4.8,0.386,0.399,0.9,1.4,0.647,0.4,2.1,2.4,1.4,0.6,0.1,0.9,1.4,6.2,6.7,0.428,0.278,0.215,2.3,13.1,7.5,11.9,1.7,0.3,11.3,19.9,-1.673469388,0.502040816,-1.004081633,-0.047,-5.7,-1.8,-7.5,-1.506122449,-4.595670571,-0.797460482
Marvin Bagley,PF,20,SAC,49,21.75510204,10.04081633,25.7,6,12.8,0.467,0.3,1.7,0.182,5.7,11.2,0.51,0.479,1.9,2.4,0.806,2.2,5.2,7.5,0.8,0.5,0.9,1.4,3.3,14.2,16,0.512,0.132,0.186,9.5,23.6,16.4,5.1,0.9,3.4,9.1,25.9,0.167346939,0.502040816,0.669387755,0.057,-3.9,-1.7,-5.6,-0.502040816,-3.905051649,-0.254754498
Lonzo Ball,PG,22,NOP,49,68.6122449,53.55102041,31.4,4.5,11.4,0.392,2.3,6.5,0.362,2.1,4.9,0.431,0.495,0.7,1.2,0.54,1.2,4.7,5.9,6.7,1.3,0.4,2.9,1.9,11.9,13,0.5,0.567,0.107,4,15.9,9.9,29.2,1.9,1,19.3,19.4,0.502040816,1.673469388,2.175510204,0.047,0,0.2,0.3,1.171428571,-0.784916932,-0.483295334
Mo Bamba,C,21,ORL,49,75.30612245,0,15.3,2.2,4.8,0.458,0.6,1.8,0.325,1.6,3,0.537,0.519,0.4,0.7,0.667,1.5,3.6,5.1,0.6,0.4,1.4,0.8,1.8,5.4,16.1,0.532,0.37,0.139,9.9,25.9,17.6,6.5,1.2,8.5,13.2,16.7,0.502040816,2.342857143,2.844897959,0.119,-3.2,4.2,1,0.836734694,-2.142119024,3.411438949
J.J. Barea,PG,35,DAL,49,25.10204082,6.693877551,15.9,3.6,7.8,0.462,1.4,3.1,0.457,2.2,4.7,0.465,0.551,0.7,0.7,1,0.5,1.5,2.1,3.8,0.2,0.1,1.3,0.7,9.3,19.8,0.572,0.393,0.085,3.6,9.9,6.8,37.8,0.6,0.4,13.5,25.2,1.171428571,0.167346939,1.33877551,0.154,3.1,-3.5,-0.4,0.167346939,4.558031248,-0.731685518
Harrison Barnes,PF,27,SAC,49,82,82,34.8,5,11.2,0.444,1.2,3.6,0.339,3.7,7.6,0.495,0.499,3.3,4.1,0.796,0.9,3.9,4.8,2,0.6,0.2,1.2,1.2,14.4,12.7,0.556,0.324,0.367,2.8,13.1,7.8,8.5,0.8,0.4,8.5,17.7,3.346938776,1.33877551,4.518367347,0.077,-0.8,-1.3,-2.1,0,-0.65650915,0.073321844
RJ Barrett,SG,19,NYK,50,67.24,67.24,31.2,5.1,13,0.393,1.1,3.5,0.329,4,9.5,0.417,0.437,2.7,4.5,0.603,1.1,4.2,5.2,2.5,1,0.4,2.2,2.2,14.1,10.5,0.47,0.268,0.345,3.5,14.5,8.8,12.2,1.6,1.2,12.8,23.3,-2.132,1.312,-0.82,-0.018,-3.3,-0.6,-3.9,-0.984,-1.911832315,-2.032657036
Will Barton,SF,29,DEN,49,76.97959184,76.97959184,33.4,5.7,12.9,0.444,1.8,4.7,0.372,4,8.1,0.487,0.513,1.8,2.3,0.759,1.5,5,6.5,3.8,1.1,0.5,1.4,2,15,15.9,0.539,0.368,0.182,4.8,16.5,10.6,16.5,1.7,1.4,9.4,19.8,3.346938776,3.179591837,6.526530612,0.122,0.9,0.9,1.8,2.510204082,2.091300963,1.762860037
Keita Bates-Diop,SF,24,MIN,48,61.5,0,17.8,2.4,5.7,0.424,0.9,2.6,0.333,1.6,3.1,0.5,0.5,1.3,1.8,0.708,0.6,2.5,3.1,0.8,0.5,0.6,0.4,1,7,12.9,0.537,0.454,0.317,3.3,14.9,8.9,6.9,1.2,2.6,5.7,16,1.025,0.854166667,2.05,0.087,-1.9,-0.3,-2.2,0,-2.410317775,-2.112129695
Nicolas Batum,SF,31,CHO,49,36.81632653,5.020408163,23,1.3,3.7,0.346,0.6,2.2,0.286,0.6,1.5,0.438,0.432,0.4,0.5,0.9,1.1,3.4,4.5,3,0.8,0.4,1,1.9,3.6,9.2,0.463,0.605,0.123,5.2,17,10.8,18.3,1.7,1.4,20.5,9.3,0.334693878,0.669387755,0.836734694,0.051,-2.7,1.2,-1.6,0.167346939,-0.448857149,2.656228059
Aron Baynes,C,33,PHO,48,56.375,42.70833333,22.9,4.4,9,0.49,1.3,3.8,0.333,3.2,5.2,0.605,0.56,1.3,1.8,0.721,1.6,4.1,5.8,1.9,0.2,0.6,1.2,3.5,11.5,15.2,0.582,0.423,0.205,7.7,20.3,13.9,12.5,0.4,2.2,10.7,20.4,1.879166667,1.025,3.075,0.113,0.6,-0.4,0.2,0.683333333,-0.568260138,-0.283665651
Kent Bazemore,SF-SG,30,TOT,49,82,35.14285714,24.8,2.6,7.4,0.35,1.2,3.8,0.328,1.3,3.6,0.373,0.434,1.5,1.9,0.791,0.4,3.5,3.9,1.3,1,0.7,1.4,2.8,7.9,8,0.48,0.512,0.251,1.7,14.5,8.2,7,2,2.2,14.3,16.4,-1.506122449,1.673469388,0.167346939,0.004,-3.1,0.5,-2.5,-0.334693878,-3.405666624,2.348424471
Darius Bazley,PF,19,OKC,50,82,13.12,17.5,1.7,4.4,0.384,0.6,1.9,0.302,1.1,2.5,0.447,0.45,0.6,0.8,0.667,0.4,3.4,3.8,0.6,0.4,0.7,0.8,0.9,4.5,8,0.474,0.438,0.192,2.6,20.8,12,4.5,1,3.3,14.1,13.9,-1.312,1.968,0.656,0.021,-5,1.2,-3.8,-0.656,-5.395897987,2.740744616
Bradley Beal,SG,26,WAS,48,70.04166667,70.04166667,35.5,9.8,21.5,0.454,2.6,7.9,0.324,7.2,13.6,0.529,0.513,6.8,8,0.842,1,3.5,4.5,6.3,1,0.4,3.2,2.2,28.8,22.9,0.576,0.367,0.373,3,11.2,7,29.2,1.3,0.9,11.4,33,6.320833333,0,6.15,0.12,5.3,-3.2,2.1,2.5625,5.649378946,-4.855401516
Malik Beasley,SG,23,DEN,49,65.26530612,0,17.9,2.7,7.1,0.386,1.4,3.7,0.363,1.4,3.4,0.412,0.482,0.8,0.9,0.941,0.2,1.6,1.8,1.1,0.8,0.2,0.9,1.2,7.7,10.3,0.512,0.527,0.123,1.4,10,5.7,8.6,2.1,0.8,10.7,20.2,-0.167346939,1.33877551,1.004081633,0.043,-2,-1.3,-3.4,-0.334693878,-1.634531689,0.384012047
Marco Belinelli,SG,33,SAS,48,73.45833333,0,15.3,2,5.3,0.373,1,2.9,0.35,1,2.4,0.4,0.467,0.7,1,0.78,0.1,1.6,1.7,1.3,0.2,0,0.3,0.8,5.7,9.4,0.498,0.539,0.18,0.5,11.1,5.8,11.9,0.6,0,5.4,17.1,0.5125,0.170833333,0.683333333,0.03,-1.4,-3.4,-4.7,-0.854166667,-0.278359269,-4.089685119
Jordan Bell,C,25,MIN,48,44.41666667,0,8.7,1.2,2.3,0.525,0.1,0.3,0.222,1.1,1.9,0.58,0.542,0.7,1.1,0.586,1.1,1.9,3,0.5,0.1,0.3,0.7,0.6,3.1,14.4,0.564,0.153,0.492,12.5,23.3,17.7,9.1,0.4,3.3,20.1,16.4,0.170833333,0.341666667,0.683333333,0.076,-3.6,0.4,-3.3,-0.170833333,-0.873226442,1.233702948
DeAndre' Bembry,SG,25,ATL,50,70.52,6.56,21.3,2.4,5.3,0.456,0.3,1.5,0.231,2.1,3.8,0.546,0.489,0.6,1.1,0.542,0.8,2.7,3.5,1.9,1.3,0.4,1.4,2,5.8,9.7,0.5,0.285,0.211,3.9,14,8.9,12.4,2.8,1.7,19.4,14,-0.82,1.312,0.492,0.015,-3.6,1.4,-2.2,0,-3.984661013,1.739895122
Dragan Bender,SF,22,MIL,48,11.95833333,0,13,1.4,3,0.476,0.6,1.3,0.444,0.9,1.7,0.5,0.571,0.3,0.4,0.667,0,2.9,2.9,1.3,0,0.7,0.7,2.3,3.7,8.6,0.582,0.429,0.143,0,20.5,10.9,12.3,0,4.8,18.3,12.4,0,0.341666667,0.341666667,0.106,-4.1,2.5,-1.6,0,-0.086800163,-2.052613131
Davis Bertans,PF,27,WAS,48,66.625,6.833333333,29.3,4.8,11.1,0.431,3.6,8.4,0.422,1.2,2.7,0.457,0.591,1.7,1.9,0.882,0.8,3.8,4.6,1.7,0.7,0.7,0.9,2.5,14.9,15.6,0.62,0.758,0.175,2.8,14.9,8.6,8.2,1.1,2,7.3,18.3,3.929166667,0.170833333,4.270833333,0.104,3.3,-2.3,1,1.5375,3.991594431,-0.238622201
Patrick Beverley,PG,31,LAC,49,63.59183673,63.59183673,28.2,3.1,7.3,0.43,1.6,4.3,0.36,1.6,3,0.531,0.536,0.6,1,0.632,1.3,4.5,5.8,4,1.3,0.6,1.3,3.2,8.4,13.3,0.546,0.592,0.137,4.9,16.2,10.6,18.9,2.1,2,14.5,13.2,2.175510204,2.844897959,5.020408163,0.136,1.1,3,4,2.67755102,1.555277476,3.313081433
Khem Birch,C,27,ORL,49,58.57142857,38.48979592,21.1,1.5,3.1,0.481,0,0,0,1.5,3.1,0.486,0.481,1.1,1.9,0.6,1.9,3,4.9,1,0.5,0.6,0.6,1.9,4.1,10.3,0.523,0.009,0.602,9.2,15.5,12.2,6.6,1.1,2.5,13.9,9.3,1.004081633,1.506122449,2.510204082,0.098,-3.3,2.3,-0.9,0.334693878,-2.728815145,1.126613175
Goga Bitadze,C,20,IND,49,65.26530612,3.346938776,9.1,1.3,2.7,0.476,0.1,0.6,0.167,1.2,2.1,0.568,0.495,0.5,0.7,0.69,0.5,1.7,2.2,0.5,0.1,0.7,0.5,1.2,3.2,11.8,0.526,0.229,0.276,6.6,20.3,13.5,7.4,0.3,6.6,15.1,17.3,0,0.836734694,0.836734694,0.07,-4.3,2.1,-2.2,0,-4.966601528,-0.354258549
Bismack Biyombo,C,27,CHO,49,71.95918367,41.83673469,19.1,2.9,5.4,0.537,0,0,0,2.9,5.4,0.537,0.537,1.7,2.7,0.619,2.3,3.5,5.9,0.8,0.2,0.8,0.9,2.2,7.5,16.2,0.567,0,0.511,12.7,21.1,16.7,7.1,0.5,4,11.8,17.1,2.175510204,1.004081633,3.179591837,0.11,-2.4,0.2,-2.2,0,-2.464148677,0.253219705
Nemanja Bjelica,PF,31,SAC,49,82,76.97959184,28.2,4.6,9.6,0.481,2,4.6,0.433,2.6,5,0.524,0.584,1,1.1,0.857,1.7,4.7,6.4,2.7,0.9,0.6,1.5,3.1,12.2,16.4,0.603,0.477,0.119,6.5,19.5,12.8,14.5,1.5,2,12.9,17.9,4.183673469,2.175510204,6.359183673,0.131,1.8,0.9,2.7,2.67755102,2.567228518,-1.089925225
Eric Bledsoe,PG,30,MIL,48,68.33333333,68.33333333,26.5,5.7,11.7,0.484,1.3,3.6,0.347,4.4,8.1,0.545,0.537,2.9,3.5,0.829,0.7,3.8,4.5,5.2,0.9,0.5,2.3,2.2,15.5,19.3,0.585,0.308,0.3,2.9,13.3,8.4,28.3,1.6,1.7,14.5,24.2,3.758333333,3.245833333,7.004166667,0.185,1.5,0.9,2.4,2.05,2.449205353,0.652833181
Bogdan Bogdanovic,SG,27,SAC,49,63.59183673,8.367346939,28,5.3,12.3,0.433,2.6,7,0.37,2.7,5.3,0.515,0.537,1.2,1.8,0.672,0.3,2.8,3.1,3.3,0.9,0.2,1.9,2.1,14.4,14,0.551,0.567,0.143,1.3,11.6,6.3,18.3,1.7,0.8,12.7,23.2,1.004081633,1.171428571,2.175510204,0.058,0.8,-1.7,-0.9,0.502040816,0.273008794,-0.514831061
Bojan Bogdanovic,SF,30,UTA,49,80.32653061,80.32653061,33.2,6.9,15.3,0.454,3.3,7.6,0.43,3.7,7.7,0.477,0.56,4,4.5,0.902,0.6,3.5,4.1,2,0.6,0.1,2.7,1.8,21.2,16.5,0.613,0.495,0.293,2,11.1,6.7,9.6,0.8,0.3,13.4,26.2,3.848979592,2.342857143,6.191836735,0.112,1.9,-1.9,0,1.33877551,2.317899795,-1.433783854
Jonah Bolden,PF,24,PHI,50,6.56,0,3.5,0.5,0.8,0.667,0,0.3,0,0.5,0.5,1,0.667,0,0.5,0,0,0.3,0.3,0,0.3,0,0.5,1,1,-2,0.515,0.333,0.667,0,7.8,3.9,0,3.5,0,34,18.1,-0.164,0,0,-0.137,-10,-1,-11,0,-8.587728738,-17.8099532
Marques Bolden,C,21,CLE,50,1.64,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,1,0,19.9,0,0,0,0,74.1,36.8,0,16.2,0,0,0,0,0,0,0.279,-8.5,10.7,2.3,0,-6.407100097,40.30606301
Jordan Bone,PG,22,DET,50,9.84,0,3.2,0.3,1.5,0.222,0,0.5,0,0.3,1,0.333,0.222,0,0,0,0,0,0,0.5,0,0,0.3,0.3,0.7,-8.5,0.222,0.333,0,0,0,0,22,0,0,18.2,25.1,-0.164,0,-0.164,-0.349,-15.3,-9.7,-25,-0.164,-16.39535785,-4.530832196
Isaac Bonga,SF,20,WAS,48,73.45833333,49.54166667,17.8,1.7,3.2,0.551,0.3,0.8,0.4,1.4,2.3,0.604,0.603,0.9,1.1,0.776,1.1,2.2,3.3,1.1,0.7,0.3,0.7,2.3,4.7,11.4,0.641,0.257,0.36,6.7,14.1,10.2,7.8,1.8,1.6,16.4,10.2,1.879166667,0.341666667,2.220833333,0.082,-0.4,-0.1,-0.5,0.5125,0.002938286,1.567643832
Devin Booker,SG,23,PHO,48,76.875,76.875,36.1,9.3,18.2,0.51,1.9,5.3,0.364,7.4,12.9,0.57,0.563,6.6,7.1,0.919,0.5,3.5,4,6.4,0.8,0.2,3.9,3.2,27.1,21.2,0.634,0.291,0.391,1.6,11,6.2,29.9,1,0.6,15.6,29.7,7.175,1.708333333,8.883333333,0.153,4.1,-1.9,2.2,2.904166667,4.495850274,-2.935797922
Chris Boucher,PF,27,TOR,49,68.6122449,0,12.9,2.2,4.7,0.461,0.5,1.7,0.29,1.7,3,0.556,0.513,1.4,1.9,0.75,1.9,2.6,4.5,0.4,0.3,0.9,0.4,1.8,6.2,20.5,0.563,0.358,0.394,15.3,20.8,18.1,5.1,1.3,6.9,6.6,19.6,2.175510204,1.840816327,4.016326531,0.219,0.2,2.1,2.3,1.004081633,1.539066056,2.918517083
Brian Bowen,SG,21,IND,49,5.020408163,0,3.3,0.3,1.3,0.25,0,0.3,0,0.3,1,0.333,0.25,0,0,0,0,0.3,0.3,0,0,0.3,0,0,0.7,1,0.25,0.25,0,0,11.1,5.5,0,0,8.7,0,17.6,0,0,0,-0.149,-12.7,-0.5,-13.2,0,-5.763853578,8.559203804
Ky Bowman,PG,22,GSW,50,60.68,16.4,22.4,2.9,7.1,0.409,0.8,2.4,0.344,2.1,4.7,0.443,0.468,0.6,0.8,0.828,0.5,2.1,2.5,2.8,1,0.1,1.3,2.2,7.3,9.2,0.49,0.341,0.11,2.2,10.2,6.1,19.2,2.1,0.5,15,16.8,-0.492,0.82,0.164,0.007,-3.1,-1.2,-4.3,-0.82,-3.292864667,-0.609964853
Avery Bradley,SG,29,LAL,48,58.08333333,49.54166667,22.9,3.3,7.4,0.45,0.9,2.8,0.309,2.5,4.6,0.535,0.508,0.3,0.4,0.786,0.4,1.8,2.2,1.1,0.8,0.1,1,2.3,7.8,7.8,0.517,0.375,0.056,2.1,8.3,5.3,6.2,1.7,0.2,11.7,15.8,-0.341666667,1.366666667,1.195833333,0.041,-2.5,-0.7,-3.2,-0.341666667,-2.631698669,-0.092878828
Tony Bradley,C,22,UTA,49,60.24489796,3.346938776,10.3,1.9,3,0.642,0,0,0,1.9,3,0.642,0.642,0.5,0.9,0.613,1.6,2.6,4.2,0.3,0.3,0.4,0.5,2.1,4.4,19.9,0.648,0,0.284,17.8,26.1,22.1,3.7,1.3,3.3,12.8,16.5,1.673469388,1.171428571,2.844897959,0.219,0,0.8,0.8,0.502040816,0.526475395,1.675381586
Jarrell Brantley,PF,23,UTA,49,5.020408163,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,1.7,0.3,0,0.7,0.3,0.3,0,9.4,0,0,0,0,47.4,24.8,10.9,0,15,100,4,0,0,0,0.065,-11.1,13,1.9,0,-4.974716657,7.31612485
Ignas Brazdeikis,SF,21,NYK,50,14.76,0,5.9,0.7,2.4,0.273,0.1,1,0.111,0.6,1.4,0.385,0.295,0.4,0.6,0.8,0.2,0.3,0.6,0.4,0,0.1,0.2,0.3,1.9,3.4,0.351,0.409,0.227,3.8,6.1,4.9,10.8,0,1.8,7.6,20.9,-0.164,0,-0.164,-0.111,-6.5,-4,-10.5,-0.164,-2.959060845,-9.997193721
Mikal Bridges,SF,23,PHO,48,82,11.95833333,24.5,2.8,5.4,0.506,0.6,1.9,0.312,2.1,3.5,0.613,0.561,1.4,1.7,0.813,0.9,3,3.9,1.5,1.4,0.5,0.9,2.1,7.5,12.4,0.604,0.356,0.307,3.8,13.9,8.7,8.3,2.6,1.7,12.9,12.3,2.220833333,2.391666667,4.6125,0.109,-0.7,2.1,1.3,1.708333333,-0.349551442,1.609863454
Miles Bridges,SF,21,CHO,49,82,80.32653061,30.2,4.8,10.9,0.442,1.5,4.3,0.351,3.3,6.6,0.502,0.511,1.3,1.7,0.805,1.3,4.1,5.4,1.8,0.6,0.8,1.6,2.1,12.4,12.1,0.537,0.397,0.154,4.4,15.4,9.7,9.6,1,2.3,12.1,19.1,0.502040816,1.33877551,2.008163265,0.038,-1.8,-0.5,-2.3,-0.167346939,-1.90248515,-2.556468407
Oshae Brissett,SF,21,TOR,49,25.10204082,0,7.8,0.7,2.1,0.355,0.2,0.9,0.231,0.5,1.2,0.444,0.403,0.3,0.4,0.833,0.5,0.9,1.4,0.3,0.2,0.1,0.4,1.1,2,5.2,0.446,0.419,0.194,7.3,11.4,9.4,4.6,1.2,0.8,15.1,14.5,-0.167346939,0.334693878,0.167346939,0.024,-4.9,-0.5,-5.5,-0.167346939,-4.230897287,-1.160210172
Ryan Broekhoff,SG,29,DAL,49,21.75510204,1.673469388,9.8,1.4,3.2,0.439,1.2,2.6,0.471,0.2,0.5,0.286,0.634,0.5,0.6,0.875,0.2,1.8,2,0.4,0.2,0.2,0.4,0.9,4.5,14.7,0.663,0.829,0.195,1.7,19.4,10.7,5.5,0.8,2,10.1,16.6,0.502040816,0.167346939,0.669387755,0.141,1.1,-1.8,-0.7,0,2.044829049,1.145681517
Malcolm Brogdon,PG,27,IND,49,58.57142857,58.57142857,30.4,6.1,13.8,0.44,1.3,4.1,0.329,4.7,9.7,0.487,0.489,3.2,3.6,0.904,0.7,3.7,4.5,7.5,0.8,0.2,2.5,1.8,16.7,18.8,0.544,0.295,0.258,2.7,13.6,8.2,36.7,1.2,0.5,14.2,26,2.844897959,1.840816327,4.685714286,0.126,2.3,-0.8,1.5,1.506122449,1.183863413,0.922922379
