player,pos,age,team,team_g,g,gs,mp,fgm,fga,fg_perc,3pm,3pa,3p_perc,2pm,2pa,2p_perc,efg,ftm,fta,ft_perc,orb,drb,trb,ast,stl,blk,tov,pf,pts,per,ts,3par,ftr,orb_perc,drb_perc,trb_perc,ast_perc,stl_perc,blk_perc,tov_perv,usg_perc,ows,dws,ws,ws_per_48,obpm,dbpm,bpm,vorp,offensive_raptor,defensive_raptor
Michael Kidd-Gilchrist,PF,26,CHO,49,20.08163265,0,13.3,1.5,4.4,0.34,0.4,1.4,0.294,1.1,3,0.361,0.387,0.6,0.8,0.778,0.8,2.2,2.9,0.8,0,0.3,0.6,1.5,4,6.1,0.421,0.321,0.17,5.9,18.6,11.9,9.5,0,1.7,10.9,17.5,-0.334693878,0.167346939,-0.167346939,-0.031,-6,-2.1,-8.1,-0.334693878,-4.516778528,2.795776634
Louis King,SF,20,DET,50,13.12,0,6.3,0.9,2.1,0.412,0.4,1,0.375,0.5,1.1,0.444,0.5,0,0.4,0,0.1,0.9,1,0.6,0.3,0,0.3,1.1,2.1,7.6,0.464,0.471,0.176,2.2,15.8,9,14.6,1.9,0,9.8,17.6,0,0,0,0.01,-3.2,-1.7,-4.9,0,-2.076367752,2.582024531
Maxi Kleber,C,28,DAL,49,80.32653061,18.40816327,24.7,3.2,6.8,0.469,1.7,4.3,0.39,1.5,2.5,0.603,0.592,1.2,1.3,0.891,1.5,3.8,5.3,1,0.3,1.1,0.8,2.3,9.2,14.7,0.625,0.629,0.196,6.6,15.6,11.2,5.5,0.6,3.8,9.2,14.1,4.016326531,1.840816327,5.857142857,0.143,1.5,0.6,2.1,2.008163265,-0.683975685,1.536179652
Brandon Knight,PG,28,CLE,50,26.24,0,15.1,1.8,5.4,0.326,1.2,4,0.297,0.6,1.4,0.409,0.436,0.3,0.8,0.308,0.2,1.1,1.3,1.9,0.3,0.1,1,1.3,4.9,5.6,0.431,0.744,0.151,1.4,7.8,4.6,18.1,1,0.7,14.9,19.1,-0.492,0,-0.492,-0.064,-3,-3.7,-6.8,-0.492,-3.259011926,-3.519197861
Kevin Knox,SF,20,NYK,50,80.36,6.56,18.6,2.4,6.5,0.367,1.1,3.3,0.323,1.3,3.2,0.413,0.45,1.1,1.8,0.651,0.4,2.6,3,1,0.4,0.4,0.6,1.5,7,9.5,0.481,0.514,0.27,2.1,15.3,8.5,8,1.1,2,8,18,-0.164,0.82,0.656,0.022,-2.7,-1.1,-3.8,-0.656,-3.023210823,-2.105508626
John Konchar,SG,23,MEM,49,8.367346939,0,6,0.4,0.8,0.5,0,0.4,0,0.4,0.4,1,0.5,0,0,0,0,0.4,0.4,0.4,0,0,0,0.2,0.8,4.7,0.5,0.5,0,0,7,3.6,8.1,0,0,0,5.6,0,0,0,0.026,-3.6,-2.5,-6.1,0,-5.040241491,0.055431379
Furkan Korkmaz,SG,22,PHI,50,80.36,18.04,20.9,3.2,7.5,0.423,1.8,4.7,0.384,1.4,2.9,0.486,0.542,0.7,0.9,0.717,0.2,1.9,2.1,0.9,0.5,0.2,0.7,1.4,8.8,10.6,0.556,0.621,0.125,1.2,10,5.7,6.1,1.2,1,8,17.9,0.82,1.804,2.624,0.077,-1,-1.5,-2.5,-0.164,-0.591628448,-0.09180166
Luke Kornet,C,24,CHI,51,49.84313725,14.47058824,14.5,2,4.8,0.416,0.8,2.8,0.276,1.2,2,0.613,0.497,0.6,0.8,0.75,0.6,1.6,2.2,0.9,0.3,0.8,0.4,1.3,5.4,12.7,0.52,0.584,0.161,4.2,12.9,8.4,9.3,1,5.2,6.4,16.2,0.482352941,0.803921569,1.447058824,0.093,-1.7,1.1,-0.6,0.321568627,-3.114451475,-2.502172806
Kyle Korver,SF,38,MIL,48,71.75,0,16.7,2.1,4.9,0.426,1.6,3.9,0.423,0.4,1,0.439,0.596,0.6,0.7,0.839,0.2,1.8,2,1.2,0.5,0.2,0.8,1.2,6.4,11.1,0.618,0.799,0.152,1.5,9.8,5.9,9.2,1.2,1.1,13.9,14.9,1.195833333,1.879166667,3.075,0.121,0.1,-0.3,-0.2,0.5125,1.274363285,-0.748557684
Rodions Kurucs,PF,21,BRK,48,51.25,6.833333333,13.1,1.7,3.5,0.49,0.7,1.6,0.468,1,1.9,0.509,0.596,0.4,0.7,0.6,0.5,1.9,2.4,0.9,0.4,0.1,1.1,1.8,4.5,9.2,0.603,0.452,0.192,4,14.5,9.4,10.3,1.6,0.4,22.1,15.4,0,0.683333333,0.683333333,0.054,-2.9,-0.1,-3,-0.170833333,-3.192716942,1.13509494
Kyle Kuzma,PF,24,LAL,48,66.625,10.25,24.9,4.8,11.1,0.432,1.5,4.6,0.333,3.2,6.4,0.502,0.501,1.9,2.6,0.743,0.9,3.3,4.2,1,0.3,0.4,1.6,1.8,13,11.7,0.533,0.418,0.234,3.9,14.3,9.2,5.9,0.5,1.5,11.4,23.4,0,1.708333333,1.708333333,0.052,-2.4,-2.2,-4.6,-1.025,-2.409045586,-1.067804138
Skal Labissiere,C,23,POR,50,54.12,1.64,17.2,2.5,4.5,0.551,0.1,0.4,0.231,2.4,4.1,0.582,0.561,0.8,1,0.758,2,3.2,5.1,1.3,0.2,0.9,0.9,2.7,5.8,15.5,0.588,0.088,0.224,12,18.5,15.3,10.3,0.6,4.6,15.7,14.3,1.64,0.82,2.46,0.125,-0.4,1.6,1.2,0.82,-1.016431848,0.273584427
Jeremy Lamb,SG,27,IND,49,63.59183673,63.59183673,28.8,4.9,10.8,0.452,1.1,3.5,0.321,3.7,7.2,0.516,0.505,2.1,2.3,0.876,0.5,4,4.5,2.2,1.2,0.5,1.1,2.2,12.9,14.4,0.548,0.328,0.218,2,15.3,8.7,10.7,2.1,1.5,8.8,19.8,1.33877551,2.510204082,4.016326531,0.103,-0.5,0.8,0.4,1.171428571,0.505624489,1.237715108
Romeo Langford,SG,20,BOS,48,23.91666667,0,8.4,0.8,1.7,0.458,0.1,0.7,0.2,0.6,1,0.643,0.5,0.6,0.7,0.8,0.4,0.5,0.9,0.2,0.2,0.1,0.2,0.5,2.3,9.4,0.563,0.417,0.417,4.6,6.3,5.5,3.3,1.2,1.5,9.6,11.3,0.170833333,0.170833333,0.341666667,0.096,-1.9,-0.5,-2.4,0,-0.362974683,4.415196103
Zach LaVine,SG,24,CHI,51,82,82,34.5,8.7,19.7,0.44,3,8,0.377,5.7,11.7,0.484,0.517,4.7,5.6,0.83,0.7,4.1,4.8,4,1.4,0.5,3.2,2.2,25.1,19.5,0.565,0.407,0.286,2.1,13.6,7.6,21.2,1.9,1.2,12.4,31.5,2.894117647,3.215686275,6.109803922,0.103,2.4,-0.9,1.5,2.411764706,1.617273095,-1.184834624
Vic Law,SF,24,ORL,49,3.346938776,0,2,0,0.5,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-20.3,0,1,2,0,0,0,0,0,0,0,20.4,0,0,0,-0.537,-15.8,-6.6,-22.4,0,-27.73030143,-0.543501881
Jake Layman,PF,25,MIN,48,23.91666667,3.416666667,26.4,4.4,9.4,0.462,1.4,3.9,0.352,3,5.6,0.538,0.534,0.4,0.7,0.6,0.9,2.1,2.9,0.8,0.9,0.7,1.3,2.2,10.5,10.1,0.539,0.409,0.076,3.3,8.4,5.8,4.6,1.5,2.2,11.7,17.3,-0.170833333,0.5125,0.341666667,0.025,-2.7,-0.6,-3.3,-0.170833333,-2.549448462,0.556438719
T.J. Leaf,PF,22,IND,49,36.81632653,1.673469388,8.2,1.3,3,0.424,0.2,0.6,0.357,1,2.4,0.442,0.462,0.3,0.5,0.6,0.9,1.8,2.7,0.3,0.3,0.1,0.3,0.8,3,13.8,0.476,0.212,0.152,12.3,24.6,18.5,4.7,1.9,1.5,7.9,18.7,0,0.502040816,0.502040816,0.09,-3.3,-0.7,-3.9,-0.167346939,-2.379034114,1.26041342
Jalen Lecque,PG,19,PHO,48,1.708333333,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19.5,0,0,0,0,0,0,0,0,0,0,21.2,0,0,0,-0.516,-22.2,-5.9,-28.1,0,-20.59557646,-16.38943653
Courtney Lee,SG,34,DAL,49,16.73469388,5.020408163,8,1.3,2.3,0.565,0.7,1.2,0.583,0.6,1.1,0.545,0.717,0,0,0,0,0.5,0.5,0.3,0,0.2,0.2,0.6,3.3,12.7,0.717,0.522,0,0,6.4,3.3,5.4,0,2.1,8,13.3,0.334693878,0,0.334693878,0.111,0.4,-2.6,-2.2,0,0.398579138,-4.744984874
Damion Lee,SG,27,GSW,50,55.76,34.44,27.7,4,9.8,0.413,1.3,3.7,0.341,2.8,6.1,0.456,0.477,2.4,2.7,0.871,0.8,4.3,5.1,2.4,0.9,0.1,1.4,2.3,11.7,12.3,0.534,0.38,0.28,3.1,17.2,9.9,13.6,1.6,0.3,11,18.9,0.82,0.984,1.804,0.054,-1.5,-1.1,-2.6,-0.328,-0.910427003,1.60413098
Alex Len,C,26,ATL,50,65.6,14.76,18.6,3.6,6.5,0.546,0.4,1.4,0.25,3.2,5.1,0.627,0.573,1.3,2,0.63,1.7,4,5.8,1.1,0.5,0.8,1,2.3,8.7,17.7,0.59,0.215,0.312,9.8,23.4,16.5,8.9,1.2,3.7,11.7,18.6,1.804,1.148,2.952,0.117,-0.9,0.4,-0.6,0.492,-2.204952139,1.312533866
Kawhi Leonard,SF,28,LAC,49,61.91836735,61.91836735,32.2,9.6,20.6,0.465,2.1,5.6,0.367,7.5,15,0.502,0.515,6.3,7.1,0.889,1.1,6.5,7.6,5.1,1.9,0.6,3.2,1.9,27.5,27,0.58,0.271,0.342,3.5,20.4,12.1,28.2,2.8,1.7,11.8,34.4,5.187755102,3.681632653,8.869387755,0.214,4.9,2.5,7.4,4.685714286,5.678145372,4.072913979
Meyers Leonard,C,27,MIA,48,82,82,20.2,2.4,4.6,0.523,1,2.4,0.427,1.4,2.1,0.631,0.636,0.4,0.5,0.708,0.6,4.5,5.1,1.1,0.3,0.3,0.7,2.1,6.2,11.4,0.644,0.532,0.109,3.3,23.6,14,7.9,0.7,1.5,13.2,12.1,1.879166667,2.05,3.929166667,0.114,-1,0.5,-0.5,0.683333333,-1.332776034,-0.118117145
Caris LeVert,SG,25,BRK,48,39.29166667,15.375,26.1,5,13,0.38,1.3,3.7,0.341,3.7,9.3,0.395,0.428,2.2,3.4,0.641,0.9,2.7,3.6,3.2,0.7,0.1,2.3,1.7,13.3,9.9,0.459,0.283,0.26,3.5,10.3,7,19.5,1.3,0.4,13.7,26.9,-1.5375,0.854166667,-0.683333333,-0.03,-4,-1.6,-5.7,-1.025,-2.690756912,-1.167150102
Damian Lillard,PG,29,POR,50,78.72,78.72,37.1,9.4,20.2,0.463,4,10.1,0.397,5.4,10.1,0.53,0.562,7.1,8,0.888,0.5,3.9,4.4,7.9,1,0.3,2.8,1.7,29.8,27.4,0.628,0.498,0.394,1.3,10.7,6.1,34.9,1.3,0.7,10.7,30.3,13.612,1.148,14.596,0.24,9.7,-2.5,7.2,6.724,8.809729026,-1.753977889
Nassir Little,PF,19,POR,50,62.32,8.2,12.5,1.4,3.2,0.439,0.3,1.3,0.25,1.1,2,0.56,0.488,0.6,0.9,0.657,0.7,1.8,2.5,0.5,0.2,0.3,0.4,1.5,3.8,10,0.517,0.39,0.285,5.9,14.2,10.1,5,0.9,2.3,9.2,13.5,0.492,0.492,0.984,0.057,-2.1,-0.8,-2.9,-0.164,-1.037664706,-1.015912191
Kevon Looney,C,23,GSW,50,18.04,4.92,10.6,1,3.1,0.324,0.1,0.2,0.5,0.9,2.9,0.313,0.338,0.5,0.6,0.714,1.6,1.4,3,0.4,0.5,0.3,0.5,1.5,2.5,8.3,0.378,0.059,0.206,15.9,14.2,15.1,4.9,2,2.3,13.9,15.7,-0.164,0.164,0,-0.01,-5.9,-0.3,-6.2,-0.164,-7.672248534,-1.154887492
Brook Lopez,C,31,MIL,48,78.58333333,76.875,26.3,3.7,8.9,0.415,1.4,4.7,0.29,2.3,4.2,0.554,0.491,1.3,1.5,0.859,0.6,4,4.6,1.6,0.7,2.5,0.9,2.2,10.1,13.7,0.526,0.529,0.173,2.4,14,8.6,7.9,1.2,8.3,8.7,16.5,0.854166667,4.783333333,5.6375,0.131,-1.9,4.7,2.8,2.5625,-2.146809212,4.507319217
Robin Lopez,C,31,MIL,48,75.16666667,3.416666667,14.2,2.4,4.6,0.517,0.4,1.5,0.277,2,3.1,0.632,0.562,0.5,0.9,0.537,1,1.7,2.7,0.6,0.1,0.7,0.9,1.3,5.6,11.9,0.566,0.323,0.204,7.1,11.2,9.3,6,0.4,4.4,15.4,17.1,0.341666667,1.708333333,2.05,0.096,-2.7,1,-1.7,0,-2.398604133,-0.420768737
Kevin Love,PF,31,CLE,50,70.52,70.52,31.1,5.8,12.9,0.452,2.6,6.7,0.379,3.3,6.2,0.532,0.551,3.2,3.8,0.846,0.9,8.9,9.8,2.9,0.6,0.3,2.5,1.6,17.4,18,0.598,0.523,0.292,3,31.8,17.3,14.7,0.9,0.9,14.8,23.5,2.952,1.312,4.264,0.095,1.1,-0.7,0.4,1.312,0.65211654,-1.630823897
Kyle Lowry,PG,33,TOR,49,63.59183673,63.59183673,36.8,5.9,14.3,0.41,2.8,8.2,0.343,3.1,6.1,0.5,0.508,5,5.8,0.856,0.6,4,4.6,7.3,1.3,0.4,2.8,3.2,19.6,17.3,0.579,0.574,0.408,1.6,11.2,6.5,29.3,1.6,1,14.3,22.9,4.685714286,3.179591837,8.032653061,0.165,3,-0.1,2.9,2.844897959,2.517242017,0.638105912
Timothe Luwawu-Cabarrot,SG,24,BRK,48,41,0,14.9,1.6,3.7,0.438,0.8,2,0.404,0.8,1.8,0.476,0.545,0.9,1.1,0.778,0.4,1.7,2,0.6,0.4,0,0.8,1.7,4.9,8.2,0.585,0.528,0.303,2.6,11.2,7,5.5,1.3,0.2,15.8,14,0.170833333,0.5125,0.683333333,0.058,-2.9,-1,-3.9,-0.341666667,-2.924733956,0.632927321
Trey Lyles,PF,24,SAS,48,82,64.91666667,17.5,1.9,4.5,0.412,0.8,2.2,0.336,1.1,2.3,0.486,0.495,0.4,0.6,0.643,1.2,4.5,5.7,1.1,0.3,0.3,0.6,1.4,4.8,11.5,0.508,0.495,0.13,7.6,26.9,17.3,8.2,0.8,1.7,11.3,13.2,0.854166667,1.195833333,2.05,0.069,-1.7,0,-1.7,0.170833333,-0.808555518,-1.97220143
Daryl Macon,SG,24,MIA,48,6.833333333,0,3.5,0.3,0.8,0.333,0.3,0.5,0.5,0,0.3,0,0.5,0,0,0,0,0,0,0.3,0,0,0.5,0.3,0.8,-3,0.5,0.667,0,0,0,0,9.7,0,0,40,15.8,0,0,0,-0.155,-9.4,-5.8,-15.2,0,-11.26299864,7.119545074
Josh Magette,PG,30,ORL,49,13.3877551,0,4.8,0.6,1.9,0.333,0.1,0.5,0.25,0.5,1.4,0.364,0.367,0.1,0.3,0.5,0.1,0.6,0.8,0.6,0.4,0.1,0.6,0.5,1.5,5.3,0.378,0.267,0.133,2.7,14.5,8.3,19.9,3.9,2.4,23.9,23.8,-0.334693878,0.167346939,-0.167346939,-0.119,-8.9,2.1,-6.8,0,-7.446433667,11.08377224
Ian Mahinmi,C,33,WAS,48,47.83333333,42.70833333,22.4,3,5.9,0.503,0.2,0.8,0.227,2.8,5.1,0.545,0.518,2,3.1,0.636,2.2,3.9,6.1,1.5,0.8,1.4,1.4,3.1,8.1,14.9,0.557,0.133,0.533,10.3,19.7,14.8,8.7,1.6,5.5,16.4,16.1,1.025,0.683333333,1.708333333,0.078,-1.6,1.8,0.2,0.5125,-2.648649838,2.549728088
Thon Maker,C,22,DET,50,73.8,11.48,11.5,1.2,2.5,0.5,0.3,0.8,0.316,1,1.6,0.595,0.554,1.3,2,0.67,0.8,1.6,2.4,0.5,0.4,0.6,0.7,1.6,4.1,13.5,0.607,0.339,0.786,7.4,15.7,11.5,6.5,1.6,4.2,16.6,15.1,0.984,0.82,1.804,0.105,-1.6,1.1,-0.6,0.328,-2.009724542,-0.832316659
Terance Mann,SG,23,LAC,49,50.20408163,10.04081633,8.1,0.7,1.6,0.429,0.1,0.4,0.182,0.6,1.3,0.5,0.449,0.3,0.4,0.75,0.1,0.8,1,1.1,0.2,0.2,0.5,1,1.8,7.1,0.488,0.224,0.245,1.7,10.4,6.2,17.1,1.2,1.8,20.5,11.6,0,0.502040816,0.502040816,0.05,-4.2,0.7,-3.5,-0.167346939,-3.410313621,1.397060659
Boban Marjanovic,C,31,DAL,49,40.16326531,1.673469388,9.8,2.5,4.5,0.56,0.1,0.3,0.25,2.5,4.2,0.584,0.569,1,1.4,0.706,1.3,3,4.4,0.4,0.2,0.2,0.8,1.5,6.2,22.3,0.597,0.073,0.312,14.4,31.8,23.3,6.4,0.8,1.8,12.7,25.8,0.836734694,0.502040816,1.33877551,0.167,-1.7,-2.3,-4,-0.167346939,3.811666654,-0.885761351
Lauri Markkanen,PF,22,CHI,51,73.96078431,73.96078431,30.3,5.1,12,0.424,2.2,6.4,0.344,2.9,5.6,0.516,0.515,2.7,3.2,0.826,1.2,5.2,6.5,1.5,0.8,0.5,1.7,2,15,14.5,0.56,0.535,0.271,4.3,19.6,11.7,7.9,1.3,1.5,11.1,21.3,1.607843137,2.57254902,4.341176471,0.092,-0.6,-0.5,-1,0.482352941,-0.873228267,-2.411084612
Caleb Martin,SF,24,CHO,49,8.367346939,0,6.4,0.6,2,0.3,0,0.6,0,0.6,1.4,0.429,0.3,0.6,1,0.6,0.2,0.8,1,0.6,0.2,0.4,0.6,0.6,1.8,4.9,0.369,0.3,0.5,3.3,14.3,8.5,13.9,1.6,5.7,19.7,20.8,-0.167346939,0,-0.167346939,-0.114,-9.3,1,-8.3,-0.167346939,-10.28052675,-1.915703515
Cody Martin,SF,24,CHO,49,58.57142857,0,15,1.4,3.6,0.397,0.3,1.4,0.224,1.1,2.2,0.506,0.44,0.9,1.3,0.682,0.7,1.9,2.6,1.3,0.7,0.2,0.6,1.5,4,9.9,0.485,0.389,0.349,4.6,14.8,9.4,13,2.3,1,13.1,13.9,0.167346939,0.669387755,0.836734694,0.045,-3.1,0.2,-2.9,-0.167346939,-2.102921094,5.788610818
Jeremiah Martin,PG,23,BRK,48,1.708333333,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-13.8,0,0,0,0,50.1,25.7,0,0,0,0,20.9,0,0,0,-0.423,-27.5,-7.7,-35.3,0,-23.29026895,5.276333165
Kelan Martin,SF,24,MIN,48,32.45833333,5.125,17.2,2.2,6.2,0.35,0.8,3.3,0.242,1.4,2.9,0.473,0.415,0.5,0.5,1,0.3,3.1,3.3,0.5,0.2,0.3,0.6,1.9,5.6,5.5,0.441,0.53,0.085,1.5,19.1,10.1,4,0.6,1.5,8.3,16.8,-0.683333333,0.341666667,-0.341666667,-0.024,-5.9,-1.9,-7.7,-0.854166667,-6.537175473,0.828695894
Frank Mason,PG,25,MIL,48,6.833333333,0,4.5,0.3,1.8,0.143,0.3,1,0.25,0,0.8,0,0.214,0.5,1,0.5,0.3,0.3,0.5,1.3,0.3,0,0.3,0.5,1.3,6.1,0.285,0.571,0.571,5.9,5.2,5.5,32.4,2.5,0,10.2,22.4,0,0,0,-0.024,-4.6,-2.1,-6.7,0,1.818162288,5.613749874
Garrison Mathews,SG,23,WAS,48,25.625,0,13.1,1.5,3.3,0.46,1.2,2.8,0.429,0.3,0.5,0.625,0.64,1.9,2.1,0.906,0.4,1.1,1.5,0.7,0.2,0.1,0.5,1.7,6.2,14.7,0.726,0.84,0.64,3.2,9.8,6.4,6.7,0.7,0.4,9.8,15,1.025,0,1.025,0.145,3.4,-4.4,-1,0.170833333,4.062234964,1.222707831
Wesley Matthews,SG,33,MIL,48,76.875,76.875,24.3,2.5,6.1,0.409,1.5,4.1,0.366,1,2,0.5,0.533,0.8,1.1,0.755,0.2,2.2,2.4,1.4,0.6,0.1,0.7,1.4,7.3,8.5,0.557,0.679,0.179,1,8.4,4.9,7.3,1.2,0.5,9.5,12.3,1.025,2.733333333,3.758333333,0.096,-1,0.2,-0.8,0.5125,-1.811735162,2.308460367
Patrick McCaw,SF,24,TOR,49,41.83673469,18.40816327,25,2.1,4.7,0.449,0.6,1.9,0.333,1.5,2.8,0.529,0.517,0.3,0.4,0.7,0.5,1.7,2.2,2.4,1.1,0.2,1,1.7,5.2,8.1,0.527,0.407,0.085,2,6.9,4.5,12.7,2.1,0.6,16.4,10,0.334693878,1.33877551,1.673469388,0.079,-2.3,1.4,-1,0.334693878,-3.529569204,-0.297769565
CJ McCollum,SG,28,POR,50,75.44,75.44,35.7,8.5,18.9,0.452,2.6,6.9,0.379,5.9,12,0.495,0.521,1.7,2.3,0.76,0.7,3.4,4,3.8,0.8,0.7,1.8,2.5,21.4,16.6,0.538,0.365,0.12,1.9,9.5,5.8,16.9,1,1.6,8.1,25.6,3.28,0.984,4.1,0.073,1.5,-2,-0.5,0.984,1.900579864,-1.065161591
T.J. McConnell,PG,27,IND,49,78.65306122,5.020408163,19.4,3.1,5.9,0.516,0.1,0.2,0.364,3,5.7,0.522,0.523,0.6,0.7,0.813,0.4,2.1,2.6,5.4,0.7,0.2,1.4,1.1,6.8,16.9,0.543,0.039,0.115,2.6,12.1,7.4,39.4,1.7,0.8,17.9,17.3,2.510204082,1.673469388,4.183673469,0.131,-0.7,-0.7,-1.4,0.167346939,1.04180562,-1.953470736
Jalen McDaniels,PF,22,CHO,49,3.346938776,0,3.5,1,2.5,0.4,0,0.5,0,1,2,0.5,0.4,0,0,0,0.5,0,0.5,0,0,0,0,0,2,11,0.4,0.2,0,14.9,0,7.8,0,0,0,0,31.2,0,0,0,-0.105,-6.6,-11.3,-17.9,0,-4.167648219,-6.929628041
Doug McDermott,PF,28,IND,49,82,0,20.9,3.9,8.1,0.482,2,4.3,0.455,1.9,3.8,0.514,0.604,0.6,0.8,0.795,0.4,2.2,2.6,1.1,0.1,0.1,0.7,1.7,10.4,13.8,0.616,0.533,0.098,2.4,11.5,7,7.8,0.3,0.3,7.2,19.1,2.67755102,1.171428571,4.016326531,0.11,1.6,-2.7,-1.1,0.334693878,1.476178118,-1.505252856
JaVale McGee,C,32,LAL,48,78.58333333,78.58333333,16.9,3.2,4.9,0.652,0.1,0.1,0.6,3.1,4.8,0.653,0.658,0.8,1.3,0.629,2,3.9,5.9,0.7,0.5,1.7,0.8,2.3,7.3,21.8,0.665,0.022,0.277,13,24.5,18.9,5.9,1.5,8.7,12.5,15.6,3.416666667,2.904166667,6.320833333,0.227,0.1,4.7,4.8,2.220833333,0.829866452,2.946714003
Rodney McGruder,SG,28,LAC,49,61.91836735,5.020408163,17.1,1.3,3.5,0.38,0.5,1.9,0.275,0.8,1.6,0.5,0.453,0.3,0.6,0.522,0.6,2.3,2.9,0.6,0.5,0.2,0.5,1.7,3.5,6.2,0.464,0.535,0.178,3.6,13.6,8.7,4.8,1.5,1.1,11.5,10.3,-0.167346939,1.33877551,1.171428571,0.05,-3,1.3,-1.8,0,-2.69503867,-1.322216366
Alfonzo McKinnie,SF,27,CLE,50,57.4,1.64,14.3,1.7,4,0.414,0.3,1.5,0.222,1.3,2.5,0.535,0.457,0.5,0.8,0.704,0.9,2,2.9,0.4,0.5,0.2,0.6,1.7,4.2,8.4,0.484,0.386,0.193,6.6,15.6,11,3.7,1.8,1,12.7,14.8,-0.328,0.328,0.164,0.007,-3.5,-1.4,-4.9,-0.656,-2.506288657,-2.072369617
Jordan McLaughlin,PG,23,MIN,48,23.91666667,0,17.4,1.9,4.9,0.377,0.8,2.4,0.333,1.1,2.6,0.417,0.457,0.5,0.7,0.7,0.1,1.6,1.7,3.3,0.8,0,0.7,0.9,5,11.1,0.477,0.478,0.145,0.8,9.7,5.1,26.6,2.1,0,12,14.1,0.341666667,0.341666667,0.5125,0.064,-2.3,-1.9,-4.1,-0.170833333,-1.047883014,0.141581045
Ben McLemore,SG,26,HOU,48,82,29.04166667,23.5,3.4,7.9,0.432,2.5,6.6,0.381,0.9,1.3,0.694,0.591,0.8,1,0.75,0.3,1.9,2.3,0.9,0.6,0.2,0.9,2.2,10.1,11.2,0.605,0.837,0.126,1.5,8.6,5,5.4,1.2,0.8,9.3,16,2.391666667,1.195833333,3.5875,0.089,0.7,-2.2,-1.5,0.341666667,2.07516362,-2.712357772
Jordan McRae,SG,28,WAS,48,49.54166667,6.833333333,22.6,4.6,10.9,0.42,1.4,3.7,0.377,3.2,7.3,0.441,0.483,2.2,2.9,0.771,0.6,3,3.6,2.8,0.7,0.5,1.3,2.1,12.8,15.4,0.523,0.334,0.262,2.7,15.1,8.7,18.5,1.4,2,9.7,24.8,0.854166667,0.170833333,1.195833333,0.048,-0.3,-2.2,-2.5,-0.170833333,0.059281905,-1.621987715
Nicolo Melli,C,29,NOP,49,61.91836735,8.367346939,15,2,4.4,0.457,1,2.8,0.363,1,1.6,0.617,0.571,0.8,1,0.811,0.5,2,2.5,1,0.5,0.2,0.8,1.8,5.8,11.9,0.603,0.63,0.228,3.6,14.1,8.8,9.3,1.7,1.1,13.6,15.3,1.004081633,0.669387755,1.673469388,0.088,-0.1,-0.9,-1,0.167346939,-1.806032404,-1.691919099
De'Anthony Melton,PG,21,MEM,49,60.24489796,0,17.9,2.9,6.2,0.473,0.6,1.8,0.313,2.4,4.4,0.538,0.518,1.6,1.9,0.855,0.7,3,3.7,3,1.3,0.3,1.5,1.8,8.1,17.4,0.572,0.286,0.308,4.2,17.7,11,23,3.3,1.6,17.2,19.9,1.33877551,1.33877551,2.67755102,0.118,0.1,1.7,1.8,1.004081633,2.471880201,3.292002079
Chimezie Metu,PF,22,SAS,48,23.91666667,0,4.3,1.1,2,0.571,0,0,0,1.1,2,0.571,0.571,0.4,0.6,0.75,0.6,0.9,1.6,0.4,0.1,0.3,0.1,0.1,2.7,29.2,0.603,0,0.286,16.2,22.9,19.5,13.8,0.8,5.8,6,24.1,0.341666667,0.170833333,0.5125,0.241,2.5,0.6,3.1,0.170833333,3.803245859,3.279315551
Khris Middleton,SF,28,MIL,48,70.04166667,64.91666667,29,7.3,14.5,0.506,2.3,5.3,0.438,5,9.2,0.545,0.587,3.2,3.6,0.898,0.8,5,5.8,4,0.9,0.1,2,2.2,20.2,22.1,0.629,0.368,0.247,2.9,16,9.9,21.2,1.5,0.4,10.9,25.8,5.979166667,3.5875,9.566666667,0.225,3.9,0.1,4,3.075,3.577814294,1.613243778
Eric Mika,PF,25,SAC,49,1.673469388,0,19,2,3,0.667,0,0,0,2,3,0.667,0.667,2,2,1,2,5,7,0,0,0,0,5,6,14.2,0.773,0,0.667,11.5,30.6,20.8,0,0,0,0,8.9,0.167346939,0,0.167346939,0.222,-2.5,-6.2,-8.6,0,4.08648557,3.683428798
C.J. Miles,SG,32,WAS,48,17.08333333,0,16.1,1.9,5.9,0.322,1.1,3.5,0.314,0.8,2.4,0.333,0.415,1.5,2,0.75,0.4,0.8,1.2,1.2,1,0.4,0.4,1.4,6.4,11.2,0.472,0.593,0.339,2.6,5.6,4.1,9.7,2.9,2.1,5.6,18.5,0,0.170833333,0.170833333,0.03,-0.9,-2.1,-2.9,0,0.24555821,1.06993931
Malcolm Miller,SF,26,TOR,49,36.81632653,1.673469388,5.3,0.3,1,0.333,0.2,0.7,0.313,0.1,0.2,0.4,0.452,0,0.3,0.167,0,0.6,0.6,0.4,0.2,0.1,0.1,0.5,0.9,4.9,0.423,0.762,0.286,0.9,11.4,6.3,8.8,1.6,1.6,11.3,9.7,-0.167346939,0.334693878,0.167346939,0.039,-4.4,1,-3.4,0,0.122354189,0.497095689
